TransactionNo,TransactionDate,TransactionType,Location,CustomerCode,CustomerName,ItemCategory,ItemCode,ItemName,SKU,ProductAttributes,BatchNo,StockType,Cost,SaleQty,SaleBonusQty,SaleTotalQty,MRP,SaleAmount,SR_Qty,SR_BonusQty,SR_TotalQty,SR_Rate,SR_Amount,DiscountAmount,OtherCharge,VATAmount,TAXAmount,LocationAddress,CustomerAddress,CustomerBirthDate,CustomerMarriageStatus,CustomerAgeInYear,PerInvoiceAverageAmount
S-16782,20-Aug-23,Sale,Karatoa,C-000030,M/S Abul Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,100.00,11.00,111.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","T&T Moor,Dhamoirhat,Naogaon.",1-Oct-56,YES,67 Year,60295.99
S-16780,20-Aug-23,Sale,Karatoa,C-000037,M/S Rabeya Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Matajihat,Mohadevpur,Naogaon.",6-Apr-67,YES,56 Year,84964.42
S-16732,17-Aug-23,Sale,Karatoa,C-000484,M/S Mollah Traders-Sirajgonj,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Dabir ganj bazar, Salanga,Ulla para, Sirajganj",21-Jun-85,YES,38 Year,16158.2
S-16731,17-Aug-23,Sale,Karatoa,C-000022,M/S Apu Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,5.00,0.00,5.00,940.00,4700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Chakcoubala,Bowlia,Ullapara,Sirajganj",2-Apr-80,NO,43 Year,11131.02
S-16709,17-Aug-23,Sale,Karatoa,C-000368,M/S Moshiur Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,200.00,24.00,224.00,940.00,188000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Kamdia,Gobindoganj,Gaibandha.",24-Jan-97,YES,26 Year,86310.27
S-16500,7-Aug-23,Sale,Karatoa,C-000616,M/S Mon Poultry & Trading Agency,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Somaj Bazar,Chatmohor,Pabna.",18-Jun-77,NO,46 Year,36433.14
S-16499,7-Aug-23,Sale,Karatoa,C-000474,M/S Zia Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,6.00,0.00,6.00,940.00,5640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura",Vodrodghi. Nandigram. Bogura.,20-Feb-81,YES,42 Year,6807.15
S-16498,7-Aug-23,Sale,Karatoa,C-000063,M/S Noman Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,50.00,2.00,52.00,940.00,47000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Kahaloo Bazar,Station Road,Kahaloo,Bogura",20-Sep-79,NO,44 Year,189769.71
S-16420,6-Aug-23,Sale,Karatoa,C-000366,M/S Sarker Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Dabirganj Bazar,Salanga,Ullapara,Sirajganj",15-Jun-85,YES,38 Year,17881.74
S-16370,3-Aug-23,Sale,Karatoa,C-000037,M/S Rabeya Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,70.00,6.00,76.00,940.00,65800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Matajihat,Mohadevpur,Naogaon.",6-Apr-67,YES,56 Year,84964.42
S-16351,3-Aug-23,Sale,Karatoa,C-000487,M/S Zabir fish & poultry Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,6.00,0.00,6.00,940.00,5640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Gangnogor,Shibgong,Bogura.",12-Dec-93,NO,30 Year,7352.21
S-16344,3-Aug-23,Sale,Karatoa,C-000816,M/S Tashin Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Jamgram, Kahalu, Bogura",8-Feb-92,NO,31 Year,96102
S-16235,1-Aug-23,Sale,Karatoa,C-000979,M/S Habibur Rahman Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,1.00,0.00,1.00,940.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Jamailhat,Sherpur.",9-Oct-78,YES,45 Year,11705.27
S-16208,31-Jul-23,Sale,Karatoa,C-000058,M/S Haque Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Fulbari Ghatpar,sherpur,Bogura",24-Nov-87,YES,36 Year,37355.52
S-16117,26-Jul-23,Sale,Karatoa,C-000886,M/S Satota Traders-Salaipur,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,100.00,10.00,110.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Salaipur.Panchbibi,Joypurhat.",5-Aug-89,NO,34 Year,149803.5
S-16117,26-Jul-23,Sale,Karatoa,C-000886,M/S Satota Traders-Salaipur,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,0.00,2.00,2.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Salaipur.Panchbibi,Joypurhat.",5-Aug-89,NO,34 Year,149803.5
S-16109,26-Jul-23,Sale,Karatoa,C-000593,M/S  Vai Bon  Traders--Kischok,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,40.00,3.00,43.00,940.00,37600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Kischok,Shibganj,Bogura.",17-Mar-87,NO,36 Year,15621.22
S-16050,24-Jul-23,Sale,Karatoa,C-000156,M/S Al-Wasi Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Nurani Moor,Namajgor,Bogura Sadar,Bogura,",5-Aug-89,NO,34 Year,22057.33
S-16050,24-Jul-23,Sale,Karatoa,C-000156,M/S Al-Wasi Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,20.00,0.00,20.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Nurani Moor,Namajgor,Bogura Sadar,Bogura,",5-Aug-89,NO,34 Year,22057.33
S-15965,22-Jul-23,Sale,Karatoa,C-000452,M/S Gowrob Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,20.00,0.00,20.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Chapapur,Adomdighi,Bogura",5-Dec-81,YES,42 Year,127263.04
S-15965,22-Jul-23,Sale,Karatoa,C-000452,M/S Gowrob Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,0.00,2.00,2.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Chapapur,Adomdighi,Bogura",5-Dec-81,YES,42 Year,127263.04
S-15963,22-Jul-23,Sale,Karatoa,C-000474,M/S Zia Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,6.00,0.00,6.00,940.00,5640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura",Vodrodghi. Nandigram. Bogura.,20-Feb-81,YES,42 Year,6807.15
S-15949,20-Jul-23,Sale,Karatoa,C-000771,M/S Meyad Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Salanga Bazar,High School Market Rayganj,Sirajganj.",15-Dec-81,NO,42 Year,30506.98
S-15905,19-Jul-23,Sale,Karatoa,C-000154,M/S New Sawdagar Pharmacy,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,200.00,22.00,222.00,940.00,188000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Bata Moor,Joypurhat Sadar,Joypurhat",18-Mar-72,YES,51 Year,54261.78
S-15857,17-Jul-23,Sale,Karatoa,C-000474,M/S Zia Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,6.00,0.00,6.00,940.00,5640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura",Vodrodghi. Nandigram. Bogura.,20-Feb-81,YES,42 Year,6807.15
S-15778,13-Jul-23,Sale,Karatoa,C-000824,Tamim Group Care Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,25.00,0.00,25.00,940.00,23500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Sujabad,Sajahanpur,Bogura",20-Nov-90,NO,33 Year,27348.38
S-15675,11-Jul-23,Sale,Karatoa,C-000366,M/S Sarker Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,20.00,0.00,20.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Dabirganj Bazar,Salanga,Ullapara,Sirajganj",15-Jun-85,YES,38 Year,17881.74
S-15675,11-Jul-23,Sale,Karatoa,C-000366,M/S Sarker Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Dabirganj Bazar,Salanga,Ullapara,Sirajganj",15-Jun-85,YES,38 Year,17881.74
S-15599,10-Jul-23,Sale,Karatoa,C-000024,M/S Talukder Traders-Sirajganj,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,100.00,10.00,110.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Salanga Bazar,Raygonj,Sirajgonj",10-Oct-80,NO,43 Year,91434.24
S-15559,9-Jul-23,Sale,Karatoa,C-000023,M/S Momota & Lamia  Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Soli banani Bazar,Salanga,Ullapara,Sirajganj",2-Jan-89,NO,34 Year,33469.75
S-15367,26-Jun-23,Sale,Karatoa,C-001041,M/S  Bismillah Medicine Corner,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,12.00,0.00,12.00,940.00,11280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Raigram Bazar,Panchbibi,Joypurhat",13-Jul-96,YES,27 Year,14080.36
S-15332,25-Jun-23,Sale,Karatoa,C-000063,M/S Noman Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,50.00,3.00,53.00,940.00,47000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Kahaloo Bazar,Station Road,Kahaloo,Bogura",20-Sep-79,NO,44 Year,189769.71
S-15323,25-Jun-23,Sale,Karatoa,C-000058,M/S Haque Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Fulbari Ghatpar,sherpur,Bogura",24-Nov-87,YES,36 Year,37355.52
S-14987,15-Jun-23,Sale,Karatoa,C-001033,M/S Errum Trade International,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,5.00,0.00,5.00,940.00,4700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Pacshira Bazar, Kalai,Joypurhat.",1-Jan-87,YES,36 Year,19585.23
S-14802,10-Jun-23,Sale,Karatoa,C-000760,M/S Bhai Bhai  Matshow Khamar-Raninagor.,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,5.00,0.00,5.00,940.00,4700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Khanpukur bazar, Raninogor,Naogaon.",5-Aug-89,NO,34 Year,15445.05
S-14793,8-Jun-23,Sale,Karatoa,C-000771,M/S Meyad Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Salanga Bazar,High School Market Rayganj,Sirajganj.",15-Dec-81,NO,42 Year,30506.98
S-14584,4-Jun-23,Sale,Karatoa,C-000816,M/S Tashin Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,60.00,1.00,61.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Jamgram, Kahalu, Bogura",8-Feb-92,NO,31 Year,96102
S-14584,4-Jun-23,Sale,Karatoa,C-000816,M/S Tashin Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,0.00,4.00,4.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Jamgram, Kahalu, Bogura",8-Feb-92,NO,31 Year,96102
S-14515,31-May-23,Sale,Karatoa,C-000613,M/S LR Feed Corner,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Dolbanga,Gaindha.",10-Oct-82,NO,41 Year,9716.16
S-14503,31-May-23,Sale,Karatoa,C-000824,Tamim Group Care Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,25.00,0.00,25.00,940.00,23500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Sujabad,Sajahanpur,Bogura",20-Nov-90,NO,33 Year,27348.38
S-14497,30-May-23,Sale,Karatoa,C-000031,M/S D-Arafa Fisheries & Feeds,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","T&T Moor,Dhamoirhat,Naogaon.",26-Feb-85,YES,38 Year,15263.35
S-14489,30-May-23,Sale,Karatoa,C-000844,M/S Arobi Agro Farm,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Chairman Super Market,Dabir Gonj Bazar, Ullapara, Sirajganj",1-Jan-91,NO,32 Year,26196.34
S-14484,29-May-23,Sale,Karatoa,C-000024,M/S Talukder Traders-Sirajganj,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,100.00,10.00,110.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Salanga Bazar,Raygonj,Sirajgonj",10-Oct-80,NO,43 Year,91434.24
S-14454,27-May-23,Sale,Karatoa,C-000023,M/S Momota & Lamia  Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Soli banani Bazar,Salanga,Ullapara,Sirajganj",2-Jan-89,NO,34 Year,33469.75
S-14448,27-May-23,Sale,Karatoa,C-000366,M/S Sarker Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Dabirganj Bazar,Salanga,Ullapara,Sirajganj",15-Jun-85,YES,38 Year,17881.74
S-14380,23-May-23,Sale,Karatoa,C-000484,M/S Mollah Traders-Sirajgonj,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Dabir ganj bazar, Salanga,Ulla para, Sirajganj",21-Jun-85,YES,38 Year,16158.2
S-14376,23-May-23,Sale,Karatoa,C-000156,M/S Al-Wasi Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,18.00,0.00,18.00,940.00,16920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Nurani Moor,Namajgor,Bogura Sadar,Bogura,",5-Aug-89,NO,34 Year,22057.33
S-14376,23-May-23,Sale,Karatoa,C-000156,M/S Al-Wasi Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,2.00,1.00,3.00,940.00,1880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Nurani Moor,Namajgor,Bogura Sadar,Bogura,",5-Aug-89,NO,34 Year,22057.33
S-14375,23-May-23,Sale,Karatoa,C-000579,M/S Vai Vai Motsho Khamar-Shibganj,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,100.00,11.00,111.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Laldho,Bihar,Shibganj , Bogura.",9-Jul-82,NO,41 Year,46446.29
S-14308,20-May-23,Sale,Karatoa,C-000023,M/S Momota & Lamia  Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Soli banani Bazar,Salanga,Ullapara,Sirajganj",2-Jan-89,NO,34 Year,33469.75
S-14295,20-May-23,Sale,Karatoa,C-000030,M/S Abul Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,100.00,11.00,111.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","T&T Moor,Dhamoirhat,Naogaon.",1-Oct-56,YES,67 Year,60295.99
S-14276,18-May-23,Sale,Karatoa,C-001022,M/S Tosiron Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Ramvodropur Bypass Road, Naogaon",26-Nov-90,NO,-67 Year,44204.63
S-14202,14-May-23,Sale,Karatoa,C-000979,M/S Habibur Rahman Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,4.00,0.00,4.00,940.00,3760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Jamailhat,Sherpur.",9-Oct-78,YES,45 Year,11705.27
S-13771,26-Apr-23,Sale,Karatoa,C-000816,M/S Tashin Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,40.00,1.00,41.00,940.00,37600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Jamgram, Kahalu, Bogura",8-Feb-92,NO,31 Year,96102
S-13771,26-Apr-23,Sale,Karatoa,C-000816,M/S Tashin Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,0.00,2.00,2.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Jamgram, Kahalu, Bogura",8-Feb-92,NO,31 Year,96102
S-13610,15-Apr-23,Sale,Karatoa,C-000474,M/S Zia Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,8.00,0.00,8.00,940.00,7520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura",Vodrodghi. Nandigram. Bogura.,20-Feb-81,YES,42 Year,6807.15
S-13523,11-Apr-23,Sale,Karatoa,C-000902,M/S Era Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,20.00,0.00,20.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Boiragi hat,Gobindhagonj,Gaibandha.",27-Jul-92,NO,31 Year,17685.16
S-13523,11-Apr-23,Sale,Karatoa,C-000902,M/S Era Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-23,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Boiragi hat,Gobindhagonj,Gaibandha.",27-Jul-92,NO,31 Year,17685.16
S-13483,9-Apr-23,Sale,Karatoa,C-000685,M/S Sharna Motsho Hatchary,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,20.00,0.00,20.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Jamaderpukur,Shajahanpur,Bogura.",10-Aug-90,NO,33 Year,29581.46
S-13483,9-Apr-23,Sale,Karatoa,C-000685,M/S Sharna Motsho Hatchary,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-23,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Jamaderpukur,Shajahanpur,Bogura.",10-Aug-90,NO,33 Year,29581.46
S-13186,2-Apr-23,Sale,Karatoa,C-000474,M/S Zia Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,6.00,0.00,6.00,940.00,5640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura",Vodrodghi. Nandigram. Bogura.,20-Feb-81,YES,42 Year,6807.15
S-13145,1-Apr-23,Sale,Karatoa,C-000149,M/S Shahin Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-23,OUT,250.00 ,12.00,0.00,12.00,940.00,11280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Dighirhat,Sapahar,Naogaon",23-Jun-97,YES,26 Year,22027.89
S-13093,29-Mar-23,Sale,Karatoa,C-000063,M/S Noman Enterprise,Aqua Product,I-00216,Vivabond (5Ltr.),Ltr.,,MAP-FT-VB-02-23,OUT,1.00 ,15.00,1.00,16.00,2350.00,35250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Kahaloo Bazar,Station Road,Kahaloo,Bogura",20-Sep-79,NO,44 Year,189769.71
S-13011,25-Mar-23,Sale,Karatoa,C-000552,M/S Kohili Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,40.00,3.00,43.00,940.00,37600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","Aruil, Maloncha, durgapur Road, Kahalu, Bogura",8-Jan-84,NO,39 Year,55814.68
S-12847,16-Mar-23,Sale,Karatoa,C-000031,M/S D-Arafa Fisheries & Feeds,Aqua Product,I-00216,Vivabond (5Ltr.),Ltr.,,MAP-FT-VB-02-23,OUT,1.00 ,1.00,0.00,1.00,2350.00,2350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Baropur Bisshoroad, Nungola, Bogura","T&T Moor,Dhamoirhat,Naogaon.",26-Feb-85,YES,38 Year,15263.35
